#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
  103475;103569;20 59 04.54;+04 17 37.8; 5.30; 0.464
  103478;103571;20 59 05.18;+04 17 41.9; 5.24; 0.457
  103504;103598;20 59 25.33;+59 26 18.8; 5.54; 1.411
  103538;103632;20 59 49.55;+47 31 15.4; 4.74;-0.084
  103558;103652;21 00 03.95;+07 30 58.2; 5.98; 0.283
  103579;103673;21 00 21.56;-51 15 56.3; 5.76; 0.480
  103582;103675;21 00 27.70;+19 19 47.0; 5.69; 1.588
  103638;103732;21 01 10.92;+46 09 20.8; 5.38;-0.206
  103644;103738;21 01 17.46;-32 15 28.0; 4.67; 0.890
  103716;103810;21 02 09.00;+56 40 10.6; 5.83;-0.058
  103742;103836;21 02 27.05;-38 31 50.0; 5.93; 1.106
  103788;103882;21 02 57.97;-38 37 52.3; 5.32; 0.424
  103862;103956;21 03 47.58;+53 17 09.0; 5.93; 1.001
  103887;103981;21 04 04.71;-05 49 23.0; 5.53; 0.683
  103925;104019;21 04 24.32;-19 51 17.8; 4.82; 0.169
  103937;104031;21 04 34.64;+05 30 10.3; 5.63; 1.650
  103949;104043;21 04 43.03;-77 01 22.3; 5.13; 0.490
  103966;104060;21 04 55.86;+43 55 40.3; 3.72; 1.609
  103991;104085;21 05 14.23;-54 43 37.0; 5.17; 1.201
  104007;104101;21 05 26.79;+05 57 30.6; 5.94; 0.538
  104011;104105;21 05 29.21;+78 07 34.8; 5.91;-0.065
  104045;104139;21 05 56.78;-17 13 57.8; 4.08;-0.010
  104054;104148;21 06 01.12;-30 07 29.8; 5.69; 1.047
  104077;104171;21 06 23.39;+71 25 55.5; 5.88; 0.386
  104080;104174;21 06 24.68;-32 20 29.9; 5.20; 1.104
  104083;104177;21 06 25.50;-41 23 09.4; 5.55; 1.350
  104091;104185;21 06 30.24;+31 11 04.8; 5.77; 0.554
  104100;104194;21 06 36.09;+47 38 54.3; 4.56; 1.569
  104120;104214;21 06 50.84;+38 44 29.4; 5.20; 1.069
  104140;104234;21 07 07.69;-25 00 20.7; 4.49; 1.604
  104270;104364;21 08 32.71;-63 55 41.8; 5.75; 1.180
  104271;104365;21 08 33.61;-21 11 36.7; 5.30; 0.000
  104277;104371;21 08 38.87;+30 12 20.5; 5.60;-0.048
  104289;104382;21 08 46.01;-88 57 23.4; 5.45; 0.283
  104345;104440;21 09 21.52;-73 10 20.2; 5.67; 0.590
  104365;104459;21 09 35.59;-11 22 18.0; 4.50; 0.926
  104423;104516;21 10 15.55;+53 33 47.2; 5.75;-0.111
  104427;104521;21 10 20.47;+10 07 55.0; 4.70; 0.262
  104548;104642;21 11 48.24;+59 59 11.8; 5.64; 0.110
  104586;104680;21 12 13.67;-40 16 07.8; 5.83; 0.450
  104638;104732;21 12 56.18;+30 13 37.5; 3.21; 0.990
  104644;104738;21 13 02.93;-39 25 28.7; 5.25; 0.460
  104656;104750;21 13 17.27;-27 37 08.6; 5.41; 1.425
  104658;104752;21 13 18.94;-36 25 24.7; 5.97; 0.967
  104661;104755;21 13 20.44;-70 07 34.4; 5.06; 1.578
  104764;104858;21 14 28.79;+10 00 27.8; 4.47; 0.529
  104793;104887;21 14 47.35;+38 02 39.6; 3.74; 0.393
  104869;104963;21 15 37.89;-20 39 06.1; 5.17; 1.161
  104874;104968;21 15 42.39;+77 00 44.1; 5.92; 1.531
  104881;104974;21 15 44.83;-15 10 17.4; 5.31; 1.639
  104885;104978;21 15 45.84;-53 15 47.0; 5.73; 0.191
  104893;104987;21 15 49.40;+05 14 53.1; 3.92; 0.549
  104986;105080;21 17 14.23;+55 47 52.7; 6.00; 1.447
  105008;105102;21 17 24.95;+39 23 40.9; 4.22; 0.098
  105044;105138;21 17 55.07;+34 53 48.8; 4.41;-0.103
  105046;105140;21 17 56.25;-32 10 20.9; 4.71; 0.070
  105049;105143;21 17 57.28;-17 59 06.5; 5.40;-0.118
  105070;105164;21 18 11.07;-04 31 10.2; 5.83;-0.130
  105092;105186;21 18 27.18;+43 56 45.5; 5.04;-0.061
  105105;105199;21 18 34.58;+62 35 07.6; 2.45; 0.257
  105130;105224;21 18 52.01;+11 12 12.0; 5.97; 1.612
  105165;105259;21 19 15.69;+58 37 24.6; 5.51; 1.114
  105174;105269;21 19 22.18;+38 14 14.9; 5.89; 0.505
  105175;105268;21 19 22.21;+64 52 18.6; 5.19;-0.045
  105188;105282;21 19 28.74;+49 30 37.0; 5.75;-0.119
  105225;105319;21 19 51.88;-53 26 57.4; 4.39; 0.191
  105287;105382;21 20 45.58;-40 48 34.2; 4.80; 0.029
  105317;105411;21 21 04.24;+23 51 22.5; 5.58; 1.057
  105318;105412;21 21 04.33;-04 33 36.5; 5.87; 0.912
  105319;105413;21 21 04.80;+07 21 16.4; 5.81; 1.663
  105402;105497;21 22 00.38;+49 23 19.3; 5.68; 1.100
  105408;105502;21 22 05.13;+19 48 15.7; 4.08; 1.108
  105421;105515;21 22 14.78;-16 50 04.4; 4.28; 0.888
  105475;105570;21 22 53.58;+06 48 40.0; 5.16; 0.064
  105479;105574;21 22 56.27;-09 19 09.4; 5.99; 1.516
  105482;105576;21 23 00.47;-22 40 08.6; 5.63; 1.641
  105558;105652;21 23 58.74;+24 16 26.7; 5.70; 0.314
  105571;105665;21 24 09.60;-20 51 05.6; 5.38; 1.176
  105574;105668;21 24 11.44;-12 52 41.3; 5.48; 0.297
  105602;105696;21 24 24.80;-41 00 24.1; 5.76;-0.036
  105609;105703;21 24 33.97;+26 10 28.4; 5.67; 0.323
  105633;105727;21 24 49.40;+80 31 29.5; 5.97; 0.950
  105667;105761;21 25 13.02;-09 44 53.3; 5.71; 0.208
  105673;105767;21 25 16.96;-03 33 23.7; 5.48; 1.451
  105675;105769;21 25 19.39;+46 42 51.2; 5.59; 0.335
  105718;105811;21 25 47.02;+36 40 02.7; 5.93; 0.033
  105760;105854;21 26 22.75;-37 49 45.9; 5.64; 1.185
  105766;105858;21 26 26.49;-65 22 05.3; 4.21; 0.494
  105787;105881;21 26 40.03;-22 24 41.0; 3.77; 1.002
  105804;105898;21 26 51.57;+48 50 06.4; 5.29; 0.108
  105819;105913;21 27 01.66;-42 32 52.7; 5.50; 0.392
  105834;105928;21 27 14.83;-21 11 46.1; 5.78; 1.440
  105848;105942;21 27 21.36;+37 07 00.5; 5.30;-0.140
  105872;105966;21 27 40.03;+27 36 30.8; 5.39; 0.049
  105878;105972;21 27 46.16;+66 48 32.9; 5.42;-0.099
  105909;106003;21 28 08.16;+32 13 30.5; 5.75; 0.333
  105938;106032;21 28 39.58;+70 33 38.5; 3.23;-0.201
  105945;106039;21 28 43.32;-21 48 25.8; 4.50; 0.889
  105950;106044;21 28 44.79;-69 30 19.0; 5.47; 1.553
  105968;106062;21 28 59.76;+22 10 45.9; 5.84; 1.370
  105999;106093;21 29 26.91;+46 32 25.2; 5.22; 0.965
  106046;106140;21 29 56.88;+23 38 19.8; 4.52; 1.618
  106133;106227;21 30 59.29;+60 27 34.0; 5.53; 0.102
  106184;106278;21 31 33.52;-05 34 16.2; 2.90; 0.828
  106233;106327;21 32 05.86;-41 10 45.6; 5.29; 1.109
  106246;106340;21 32 14.58;-33 56 40.6; 5.97; 0.051
  106299;106393;21 32 56.58;+49 58 39.4; 5.77;-0.042
  106335;106429;21 33 23.53;-44 50 55.3; 5.57; 1.044
  106387;106481;21 33 58.87;+45 35 31.4; 3.98; 0.885
  106458;106551;21 34 46.48;+38 32 01.8; 4.87; 1.085
  106465;106559;21 34 51.07;-20 05 03.8; 5.70; 0.423
  106498;106592;21 35 17.63;-03 58 59.9; 5.79; 1.110
  106548;106642;21 36 02.44;+45 22 28.5; 5.96; 1.341
  106561;106654;21 36 10.90;-26 10 17.2; 5.73; 0.234
  106617;106711;21 36 56.98;+40 24 48.6; 5.04; 0.198
  106629;106723;21 37 04.82;-19 27 57.6; 4.51;-0.180
  106692;106786;21 37 45.04;-07 51 14.9; 4.68; 0.175
  106693;106787;21 37 45.37;+19 19 06.9; 5.46; 0.321
  106707;106801;21 37 55.23;+62 04 55.0; 4.76; 0.246
  106761;106856;21 38 31.87;+05 46 18.0; 5.66; 0.265
  106791;106886;21 38 57.62;+57 29 20.6; 5.74; 0.200
  106802;106897;21 39 01.11;+20 15 55.6; 5.77; 0.314
  106849;106944;21 39 33.28;+02 14 37.5; 5.10; 1.034
  106890;106985;21 40 05.34;-16 39 44.1; 3.69; 0.320
  106904;106999;21 40 11.06;+43 16 25.7; 5.09; 1.601
  106994;107089;21 41 28.47;-77 23 22.1; 3.73; 1.008
  107000;107095;21 41 32.93;-14 02 48.7; 5.16; 0.672
  107024;107119;21 41 55.08;+71 18 40.3; 4.55; 1.108
  107033;107128;21 42 00.64;-23 15 45.5; 5.24; 0.991
  107034;107129;21 42 01.08;+35 30 36.7; 5.98; 2.500
  107043;107136;21 42 05.66;+51 11 22.7; 4.69;-0.119
  107049;107144;21 42 10.12;+01 17 07.0; 5.66; 1.446
  107056;107151;21 42 15.44;+05 40 48.5; 5.30; 1.653
  107067;107162;21 42 22.94;+41 04 37.3; 5.73; 0.055
  107093;107188;21 42 39.42;-18 51 58.7; 4.72; 0.868
  107135;107230;21 43 04.13;+72 19 12.7; 5.18; 1.063
  107137;107232;21 43 04.40;-14 23 59.1; 5.88; 0.255
  107140;107235;21 43 06.48;+41 09 18.0; 5.51; 1.615
  107158;107253;21 43 25.63;+38 17 01.0; 5.69;-0.010
  107164;107259;21 43 30.45;+58 46 48.2; 4.23; 2.242
  107207;107302;21 44 00.98;-14 44 57.8; 5.96; 0.219
  107215;107310;21 44 08.40;+28 44 35.6; 4.49; 0.512
  107220;107315;21 44 11.14;+09 52 30.0; 2.38; 1.520
  107253;107348;21 44 30.69;+17 21 00.2; 4.34; 1.161
  107255;107350;21 44 31.19;+14 46 20.0; 5.96; 0.587
  107259;107354;21 44 38.70;+25 38 42.0; 4.14; 0.425
  107279;107374;21 44 53.28;+62 27 38.1; 5.94; 0.312
  107285;107380;21 44 56.79;-33 01 32.0; 4.35;-0.053
  107287;107382;21 45 00.25;-09 04 56.7; 5.10; 1.108
  107323;107418;21 45 26.93;+61 07 14.9; 4.25; 0.474
  107377;107472;21 46 04.36;+22 56 56.0; 5.29; 1.381
  107392;107487;21 46 16.26;-09 16 33.4; 6.00; 1.629
  107422;107517;21 46 32.08;-11 21 57.4; 5.57;-0.002
  107438;107533;21 46 47.61;+49 18 34.5; 4.23;-0.120
  107461;107556;21 47 02.29;-16 07 35.6; 2.85; 0.180
  107480;107575;21 47 13.96;+02 41 10.1; 5.63; 0.012
  107491;107586;21 47 25.31;+60 41 33.7; 5.53; 1.575
  107513;107608;21 47 44.17;-30 53 53.9; 5.02; 0.042
  107554;107649;21 48 15.61;-47 18 10.4; 5.57; 0.601
  107668;107763;21 49 50.68;+30 10 27.4; 5.07; 0.010
  107678;107773;21 50 00.13;-64 42 44.8; 5.62; 1.018
  107693;107788;21 50 08.64;+17 17 09.4; 5.34; 0.394
  107740;107835;21 50 47.23;-69 37 45.9; 5.52; 1.378
  107748;107843;21 50 54.25;-82 43 07.8; 5.27; 0.756
  107792;107887;21 51 34.24;+19 49 35.9; 5.78;-0.100
  107835;107930;21 52 01.02;+55 47 48.3; 5.70;-0.081
  107880;107975;21 52 29.96;+28 47 37.3; 5.52; 0.426
  107927;108022;21 53 03.76;+25 55 30.5; 5.09;-0.155
  107941;108036;21 53 17.58;-13 33 06.5; 5.08; 0.378
  107965;108060;21 53 37.37;+19 40 06.2; 5.69; 0.011
  107990;108085;21 53 55.65;-37 21 53.4; 3.00;-0.084
  108007;108102;21 54 10.34;-04 16 33.4; 5.71; 1.185
  108070;108165;21 54 53.16;+56 36 40.4; 5.74; 0.655
  108100;108195;21 55 11.34;-61 53 11.0; 5.92; 0.393
  108131;108226;21 55 30.99;+65 19 14.9; 5.84;-0.037
  108198;108294;21 56 22.79;-37 15 13.1; 5.45; 0.084
  108221;108317;21 56 39.14;+63 37 32.0; 5.11; 1.547
  108243;108339;21 56 56.39;+12 04 35.5; 5.54; 0.054
  108335;108431;21 57 55.03;-54 59 33.2; 4.40; 0.297
  108410;108505;21 58 53.51;+62 41 52.6; 5.96; 1.640
  108440;108535;21 59 15.10;+73 10 49.0; 5.04; 0.439
  108448;108543;21 59 17.88;-38 23 42.3; 5.50; 0.996
  108517;108612;22 00 07.92;+06 43 02.8; 6.00;-0.112
  108566;108661;22 00 50.22;-28 27 13.5; 5.43;-0.095
  108596;108691;22 01 05.01;+00 36 17.1; 5.60; 1.279
  108598;108693;22 01 05.32;+13 07 11.9; 5.61; 0.336
  108604;108699;22 01 09.24;+08 15 25.8; 5.65; 1.440
  108663;108758;22 01 50.58;+52 52 56.1; 5.79;-0.106
  108677;108772;22 02 04.58;+58 00 01.3; 5.55; 0.017
  108750;108845;22 02 56.68;+44 38 59.8; 5.57;-0.029
  108754;108849;22 03 03.74;-76 07 05.8; 5.94; 0.399
  108773;108868;22 03 16.43;-06 31 20.7; 5.55; 0.959
  108777;108870;22 03 17.44;-56 46 47.3; 4.69; 1.056
  108779;108874;22 03 18.83;-02 09 19.2; 4.74;-0.100
  108780;108875;22 03 19.02;+11 23 11.6; 5.83;-0.050
  108824;108917;22 03 47.16;+64 37 39.9; 4.26; 0.379
  108829;108924;22 03 52.93;+63 07 11.2; 5.26; 1.557
  108880;108975;22 04 36.76;-26 49 20.4; 5.97;-0.167
  108896;108991;22 04 47.43;-00 54 22.5; 5.29; 0.231
  108910;109005;22 05 00.48;+62 47 07.9; 5.27; 1.413
  108922;109017;22 05 08.79;+62 16 47.4; 5.07; 0.240
  108928;109023;22 05 11.32;+26 40 25.0; 5.75; 1.249
  108961;109056;22 05 34.65;+28 57 50.4; 5.69;-0.048
  108973;109068;22 05 40.69;+05 03 29.8; 4.86; 1.443
  108979;109074;22 05 47.03;-00 19 11.4; 2.95; 0.969
  108986;109081;22 05 50.95;-59 38 09.4; 5.62; 1.468
  109007;109102;22 06 01.96;+45 00 51.8; 5.09; 1.568
  109016;109111;22 06 06.90;-39 32 35.0; 4.47; 1.349
  109044;109139;22 06 26.21;-13 52 10.3; 4.29;-0.075
  109081;109176;22 07 00.47;+25 20 42.2; 3.77; 0.435
  109114;109209;22 07 28.52;+19 28 31.6; 5.74; 0.331
  109145;109240;22 07 50.33;+21 42 11.1; 5.79;-0.077
  109173;109268;22 08 13.88;-46 57 38.2; 1.73;-0.070
  109190;109285;22 08 22.95;-32 59 18.2; 4.50; 0.054
  109194;109289;22 08 25.93;-34 02 37.4; 4.99; 1.499
  109237;109332;22 08 58.99;-18 31 10.5; 5.80;-0.154
  109257;109352;22 09 13.68;+33 10 21.0; 5.58; 0.985
  109305;109400;22 09 48.37;+72 20 28.3; 4.79; 0.919
  109309;109404;22 09 55.71;-34 00 54.1; 5.37; 0.241
  109315;109410;22 09 59.25;+33 10 41.8; 4.28; 0.471
  109327;109422;22 10 08.48;-32 32 54.4; 4.94; 0.489
  109332;109427;22 10 11.82;+06 11 52.0; 3.52; 0.086
  109371;109466;22 10 33.70;-04 16 00.7; 5.98; 0.981
  109376;109471;22 10 37.46;+11 37 28.8; 5.78; 1.617
  109377;109472;22 10 37.46;-11 33 53.9; 5.43;-0.117
  109379;109474;22 10 38.90;+70 07 57.1; 5.52; 0.391
  109397;109492;22 10 51.26;+58 12 04.5; 3.39; 1.558
  109427;109521;22 11 09.78;+50 49 23.8; 5.38; 0.152
  109461;109556;22 11 30.58;+59 24 52.3; 5.05; 0.192
  109477;109572;22 11 48.52;+56 50 20.6; 5.24; 0.534
  109482;109577;22 11 51.33;+16 02 26.1; 5.93; 0.951
  109497;109592;22 12 02.01;+60 45 32.7; 5.37; 1.184
  109507;109602;22 12 08.09;+24 57 02.3; 5.97; 1.500
  109525;109620;22 12 22.45;+63 17 27.9; 5.76; 1.645
  109559;109654;22 12 47.81;+34 36 17.0; 5.34; 1.134
  109598;109693;22 13 10.17;+86 06 28.3; 5.27;-0.030
  109635;109730;22 13 38.65;+28 36 28.9; 5.87; 1.169
  109642;109737;22 13 44.39;-25 10 51.3; 5.58; 0.497
  109650;109745;22 13 49.18;+45 26 26.2; 5.53; 0.021
  109659;109754;22 13 52.70;+39 42 53.6; 4.50; 1.385
  109691;109786;22 14 18.02;-21 04 28.9; 5.33; 0.812
  109694;109789;22 14 18.74;-27 46 00.9; 5.45;-0.121
  109736;109831;22 14 44.33;+42 57 14.3; 5.72; 0.014
  109762;109857;22 15 01.68;+57 02 36.5; 4.18; 0.278
  109813;109908;22 15 36.88;-41 20 48.3; 4.79; 0.790
  109842;109937;22 15 58.17;+37 44 55.4; 4.14; 1.447
  109877;109972;22 16 26.51;+57 13 12.8; 5.88; 0.950
  109878;109973;22 16 26.57;-41 37 37.9; 5.11; 0.930
  109905;110000;22 16 48.04;-12 49 53.2; 5.34; 1.132
  109908;110003;22 16 49.97;-07 46 59.7; 4.17; 0.979
  109914;110009;22 16 52.60;-09 02 24.1; 5.80; 1.158
  109928;110023;22 17 06.50;-05 23 14.0; 5.75; 0.878
  109984;110078;22 17 50.70;-77 30 41.7; 5.49; 0.312
  110008;110103;22 18 12.59;+62 48 15.7; 5.75; 1.256
  110014;110109;22 18 15.18;-53 37 31.9; 5.36; 0.614
  110035;110130;22 18 30.18;-60 15 34.2; 2.87; 1.390
  110084;110179;22 19 00.70;-13 18 17.9; 5.96; 1.075
  110163;110256;22 20 01.48;-80 26 22.7; 5.09; 1.276
  110178;110273;22 20 11.91;-07 49 16.0; 5.35;-0.048
  110203;110298;22 20 27.56;+05 47 22.2; 5.37;-0.037
  110256;110351;22 21 01.53;+46 32 11.6; 4.55;-0.100
  110276;110371;22 21 19.33;+28 19 49.9; 4.78;-0.010
  110291;110386;22 21 31.07;+12 12 18.6; 4.82;-0.132
  110296;110391;22 21 35.58;-21 35 52.9; 5.12; 1.057
  110300;110395;22 21 39.30;-01 23 14.5; 3.86;-0.057
  110411;110506;22 23 07.79;-45 55 42.0; 5.62; 0.372
  110434;110529;22 23 30.79;-24 45 45.6; 5.53; 0.979
  110437;110532;22 23 32.15;-07 11 40.0; 5.92; 0.998
  110443;110538;22 23 33.64;+52 13 46.2; 4.42; 1.015
  110483;110578;22 24 06.87;-04 50 13.2; 5.79;-0.033
  110507;110602;22 24 27.03;-13 31 45.9; 5.76; 0.970
  110514;110609;22 24 31.00;+49 28 35.0; 4.55; 0.092
  110522;110618;22 24 34.39;-72 15 13.6; 5.28; 0.660
  110554;110649;22 24 56.19;-57 47 47.8; 5.31; 0.665
  110573;110668;22 25 10.39;-70 25 53.3; 5.78; 0.396
  110577;110672;22 25 16.61;+01 22 38.6; 4.80;-0.171
  110630;110725;22 26 00.78;+70 46 15.2; 5.47; 1.216
  110683;110778;22 26 34.15;-16 44 31.7; 5.55; 0.618
  110690;110785;22 26 37.22;+04 23 37.1; 5.76; 0.519
  110692;110787;22 26 42.45;+78 47 09.4; 5.83; 0.171
  110722;110817;22 27 05.31;+65 07 56.2; 5.52; 0.302
  110743;110838;22 27 19.87;-64 57 59.0; 4.51;-0.029
  110778;110873;22 27 46.22;+31 50 23.9; 6.00; 1.442
  110787;110882;22 27 51.48;+04 41 47.1; 4.78; 1.039
  110840;110935;22 28 37.44;-67 29 20.0; 5.56; 0.208
  110842;110936;22 28 39.18;-39 07 53.0; 5.47; 0.959
  110865;110960;22 28 49.80;-00 01 12.2; 3.65; 0.406
  110890;110986;22 29 07.95;+09 07 44.7; 5.60; 1.578
  110895;110992;22 29 10.21;+26 45 47.6; 5.79; 1.252
  110896;110991;22 29 10.25;+58 24 54.7; 4.07; 0.778
  110901;110997;22 29 16.15;-43 29 44.0; 3.97; 1.022
  110926;111022;22 29 31.82;+47 42 24.8; 4.34; 1.679
  110947;111043;22 29 45.45;-43 44 57.2; 4.12; 1.570
  110949;111045;22 29 45.94;-27 06 26.0; 5.95; 0.362
  110960;111056;22 29 52.97;+78 49 27.6; 5.45; 0.093
  110966;111062;22 29 57.95;+04 25 55.4; 5.51; 0.385
  110972;111068;22 30 01.79;+32 34 21.6; 5.64;-0.031
  111008;111104;22 30 29.26;+43 07 24.2; 4.52;-0.086
  111027;111123;22 30 38.82;-10 40 40.4; 4.82;-0.053
  111073;111169;22 31 17.38;+50 16 56.8; 3.76; 0.031
  111092;111188;22 31 30.29;-32 20 45.7; 4.29; 0.011
  111100;111196;22 31 37.83;-85 58 02.6; 5.76; 1.020
  111146;111242;22 32 16.27;+76 13 35.3; 5.70; 0.020
  111162;111259;22 32 26.37;+39 46 47.1; 5.88; 0.166
  111214;111310;22 33 00.01;-61 58 55.5; 4.91; 1.612
  111266;111362;22 33 40.57;+56 37 28.7; 5.72; 0.966
  111298;111394;22 34 02.89;-01 34 27.0; 5.88; 0.977
  111353;111449;22 34 41.50;-20 42 28.3; 5.21; 0.446
  111401;111497;22 35 21.33;-00 07 02.5; 4.04;-0.083
  111419;111515;22 35 36.36;-23 59 27.9; 5.97; 0.984
  111436;111532;22 35 45.78;+73 38 35.3; 5.08; 0.395
  111450;111546;22 35 52.28;+39 38 03.6; 5.73;-0.160
  111504;111600;22 36 35.47;-31 39 49.3; 5.82; 1.074
  111547;111643;22 36 58.82;-40 35 27.1; 5.85; 0.060
  111565;111660;22 37 12.86;+75 22 18.5; 5.80; 1.594
  111578;111674;22 37 22.47;+51 32 43.3; 4.64; 0.254
  111614;111710;22 37 45.42;-04 13 39.9; 5.04; 1.140
  111698;111795;22 38 37.87;+56 47 44.6; 5.11; 1.537
  111700;111797;22 38 39.05;+63 35 04.3; 5.19; 0.083
  111712;111809;22 38 51.46;-33 04 53.0; 5.66; 0.037
  111713;111810;22 38 52.62;+19 31 21.0; 5.84; 0.922
  111744;111841;22 39 15.68;+39 03 01.0; 4.89;-0.207
  111828;111925;22 40 18.40;+53 50 45.5; 5.94; 0.946
  111836;111934;22 40 22.38;-30 39 30.1; 5.88; 1.297
  111847;111944;22 40 30.78;+44 16 34.6; 4.50; 1.318
  111857;111954;22 40 39.33;-27 02 37.0; 4.18;-0.105
  111870;111967;22 40 48.86;-57 25 20.3; 5.98; 1.450
  111877;111974;22 40 52.52;+14 32 55.9; 5.72; 0.723
  111932;112029;22 41 27.67;+10 49 53.0; 3.41;-0.086
  111934;112031;22 41 28.65;+40 13 31.7; 5.25;-0.137
  111944;112041;22 41 35.94;+41 32 56.3; 5.93; 0.998
  111954;112051;22 41 45.41;+29 18 27.7; 4.80;-0.013
  111969;112067;22 41 57.40;+14 30 59.2; 5.92; 1.114
  112019;112117;22 42 36.88;-47 12 36.0; 5.99; 0.584
  112024;112122;22 42 39.93;-46 53 04.4; 2.07; 1.610
  112060;112158;22 43 00.13;+30 13 16.7; 2.93; 0.852
  112105;112203;22 43 29.97;-41 24 50.8; 4.84; 1.027
  112113;112211;22 43 35.25;-18 49 49.1; 4.68; 1.358
  112143;112241;22 44 05.21;+39 27 55.5; 5.93; 1.490
  112144;112242;22 44 05.49;+41 49 09.2; 5.11; 0.960
  112275;112374;22 45 37.85;-53 30 00.6; 4.84; 1.180
  112282;112381;22 45 40.81;-46 32 50.3; 5.52; 1.302
  112307;112405;22 46 03.72;-81 22 53.8; 4.13; 0.208
  112318;112417;22 46 10.11;+44 32 45.5; 5.84; 0.358
  112341;112440;22 46 31.84;+23 33 56.4; 3.97; 1.070
  112347;112447;22 46 41.44;+12 10 26.7; 4.20; 0.502
  112419;112519;22 47 28.95;+83 09 13.4; 4.77; 1.257
  112429;112529;22 47 33.19;-19 36 46.3; 5.24; 0.941
  112442;112542;22 47 42.75;-14 03 23.1; 5.68;-0.016
  112490;112590;22 48 11.07;+37 25 00.6; 5.82; 1.024
  112522;112623;22 48 33.20;-51 19 00.1; 3.49; 0.083
  112616;112716;22 49 35.51;-13 35 33.1; 4.05; 1.570
  112623;112724;22 49 40.91;+66 12 02.6; 3.50; 1.053
  112631;112731;22 49 46.23;+55 54 09.7; 5.43; 1.167
  112648;112748;22 50 00.10;+24 36 06.1; 3.51; 0.933
  112678;112778;22 50 21.77;+41 57 12.3; 5.91; 0.062
  112680;112781;22 50 22.75;-80 07 25.7; 5.32;-0.126
  112733;112832;22 51 02.15;-39 09 24.5; 5.43; 1.444
  112734;112833;22 51 02.94;+85 22 24.5; 5.89; 1.340
  112762;112862;22 51 20.94;-29 32 10.6; 5.99; 0.907
  112764;112864;22 51 22.51;+61 41 47.9; 5.61; 0.775
  112817;112917;22 52 01.95;+43 18 44.5; 4.95; 1.559
  112835;112935;22 52 23.77;+09 50 08.0; 5.16; 0.487
  112848;112948;22 52 31.56;-32 52 31.6; 4.46;-0.037
  112861;112961;22 52 36.86;-07 34 46.8; 3.73; 1.626
  112897;112997;22 53 02.28;+16 50 28.5; 5.86; 1.132
  112930;113031;22 53 28.69;-11 36 59.5; 5.80;-0.082
  112948;113048;22 53 40.16;+44 44 57.1; 5.79; 0.282
  112984;113084;22 54 06.91;+40 22 36.6; 5.82; 1.136
  113016;113116;22 54 24.38;+84 20 46.0; 4.70; 1.418
  113036;113136;22 54 39.04;-15 49 14.7; 3.27; 0.066
  113048;113148;22 54 45.60;-16 16 18.3; 5.53; 1.111
  113074;113174;22 55 02.58;+37 04 36.5; 5.91; 0.397
  113084;113184;22 55 10.94;-04 59 16.4; 5.72; 0.881
  113086;113186;22 55 13.62;+08 48 57.9; 4.91;-0.003
  113122;113222;22 55 44.49;+36 21 05.0; 5.73;-0.051
  113146;113246;22 55 56.89;-32 32 22.9; 4.20; 0.952
  113181;113281;22 56 23.63;+41 36 14.0; 5.60;-0.149
  113188;113288;22 56 26.00;+49 44 00.8; 4.99; 1.778
  113207;113307;22 56 47.82;-47 58 09.2; 5.72; 0.226
  113227;113327;22 57 04.49;+48 41 02.7; 5.34;-0.102
  113257;113357;22 57 27.85;+20 46 07.3; 5.45; 0.666
  113268;113368;22 57 38.83;-29 37 18.6; 1.17; 0.145
  113403;113503;22 59 11.80;+11 43 44.2; 5.76; 0.293
  113421;113521;22 59 27.40;+00 57 47.1; 5.43; 0.982
  113432;113532;22 59 35.76;-29 27 44.4; 5.51; 0.271
  113461;113561;23 00 05.10;+56 56 43.4; 5.10; 1.011
  113462;113562;23 00 05.77;-25 09 50.4; 5.66; 1.253
  113522;113622;23 00 42.90;+03 00 43.2; 5.85; 1.343
  113538;113638;23 00 52.87;-52 45 14.8; 4.11; 0.960
  113557;113657;23 01 07.50;-50 57 00.1; 5.68; 1.411
  113569;113669;23 01 19.35;-28 51 14.1; 5.55; 1.349
  113586;113686;23 01 31.70;-04 42 41.3; 5.94; 0.992
